English,Japanese,context
restrained,	ミニマライジング,I restrained the report.
restraining,	ミニマリスト,They are restraining the results.
restrains,	ミニマリスト,We found several restrains.
restraint,	ミニマル,Try to use the word 'restraint' in a short sentence.
restraints,	ミニマライゼーション,We found several restraints.
unrestrained,	最小化,I unrestrained the report.
revolution,	最小 化,Try to use the word 'revolution' in a short sentence.
revolutionary,	最小 化,Try to use the word 'revolutionary' in a short sentence.
revolutionaries,	ミニマライジング,We found several revolutionaries.
revolutionise,	最小限,Try to use the word 'revolutionise' in a short sentence.
revolutionised,相互,I revolutionised the report.
revolutionises,	互いに,We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,	規範,Try to use the word 'revolutionist' in a short sentence.
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,	オーバー ラップ,Try to use the word 'revolutionize' in a short sentence.
revolutionized,	重複,I revolutionized the report.
revolutionizes,	重複,We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,	受動 的,We found several revolutions.
rigid,	消極性,Try to use the word 'rigid' in a short sentence.
rigidities,部分,We found several rigidities.
rigidity,	部分,Try to use the word 'rigidity' in a short sentence.
rigidly,予備的,Try to use the word 'rigidly' in a short sentence.
route,	予備,Try to use the word 'route' in a short sentence.
routed,議定書,I routed the report.
routes,	プロトコル,We found several routes.
routing,定性,They are routing the results.
scenario,	質的,Try to use the word 'scenario' in a short sentence.
scenarios,磨く,We found several scenarios.
sphere,	床しい,Try to use the word 'sphere' in a short sentence.
spheres,	洗練,We found several spheres.
spherical,	改良,Try to use the word 'spherical' in a short sentence.
spherically,	精製,Try to use the word 'spherically' in a short sentence.
subordinate,	精錬,Try to use the word 'subordinate' in a short sentence.
subordinates,リラックス,We found several subordinates.
subordination,	慰安,Try to use the word 'subordination' in a short sentence.
supplement,	くつろいだ,Try to use the word 'supplement' in a short sentence.
supplementary,	緩和,Try to use the word 'supplementary' in a short sentence.
supplemented,	伸びやか,I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,	拘束,We found several supplements.
suspend,	抑制,Try to use the word 'suspend' in a short sentence.
suspended,	抑制,I suspended the report.
suspending,	拘束,They are suspending the results.
suspends,	拘束,We found several suspends.
suspension,	気まま,Try to use the word 'suspension' in a short sentence.
team,革命,Try to use the word 'team' in a short sentence.
teamed,	革命家,I teamed the report.
teaming,	革命,They are teaming the results.
teams,	革命,We found several teams.
temporary,	革命,Try to use the word 'temporary' in a short sentence.
temporarily,	革命を起こす,Try to use the word 'temporarily' in a short sentence.
trigger,	革命を起こす,She is an trigger.
triggered,	革命家,I triggered the report.
triggering,	革命家,They are triggering the results.
triggers,	革命,We found several triggers.
unify,	革命,Try to use the word 'unify' in a short sentence.
unification,	革命,Try to use the word 'unification' in a short sentence.
unified,	革命,I unified the report.
unifies,	回転,We found several unifies.
unifying,硬直,They are unifying the results.
violate,	剛性 率,Try to use the word 'violate' in a short sentence.
violated,	剛性,I violated the report.
violates,	厳に,We found several violates.
violating,ルート,They are violating the results.
violation,	ルーティング,Try to use the word 'violation' in a short sentence.
violations,	ルート,We found several violations.
vision,	ルーティング,Try to use the word 'vision' in a short sentence.
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,	シナリオ,Try to use the word 'Sublist 10 of the Academic Word List' in a short sentence.
adjacent,球,Try to use the word 'adjacent' in a short sentence.
albeit,	球,Try to use the word 'albeit' in a short sentence.
assemble,	丸い,Try to use the word 'assemble' in a short sentence.
assembled,	球状,I assembled the report.
assembles,下位,We found several assembles.
assemblies,	部下,We found several assemblies.
assembling,	従属,They are assembling the results.
assembly,サプリメント,Try to use the word 'assembly' in a short sentence.
collapse,	副,Try to use the word 'collapse' in a short sentence.
collapsed,	補完,I collapsed the report.
collapses,	補完,We found several collapses.
collapsible,	サプリメント,Try to use the word 'collapsible' in a short sentence.
collapsing,停止する,They are collapsing the results.
colleague,	中断,Try to use the word 'colleague' in a short sentence.
colleagues,	中断,We found several colleagues.
compile,	中断,Try to use the word 'compile' in a short sentence.
compilation,	停止,Try to use the word 'compilation' in a short sentence.
compilations,チーム,We found several compilations.
compiled,	チーム,I compiled the report.
compiles,	チーミング,We found several compiles.
compiling,	チーム,They are compiling the results.
conceive,一時的,Try to use the word 'conceive' in a short sentence.
conceivable,	仮に,Try to use the word 'conceivable' in a short sentence.
conceivably,トリガー,Try to use the word 'conceivably' in a short sentence.
conceived,	トリガー,I conceived the report.
conceives,	トリガー,We found several conceives.
conceiving,	トリガー,They are conceiving the results.
inconceivable,統一する,Try to use the word 'inconceivable' in a short sentence.
inconceivably,	統一,Try to use the word 'inconceivably' in a short sentence.
convince,	ユニファイド,Try to use the word 'convince' in a short sentence.
convinced,	統一,I convinced the report.
convinces,	統一,We found several convinces.
convincing,破る,They are convincing the results.
convincingly,	違反,Try to use the word 'convincingly' in a short sentence.
unconvinced,	違反,I unconvinced the report.
depress,	違反,Try to use the word 'depress' in a short sentence.
depressed,	違反,I depressed the report.
depresses,	違反,We found several depresses.
depressing,視覚,They are depressing the results.
depression,	ビジョン,Try to use the word 'depression' in a short sentence.
encounter,,She is an encounter.
encountered,,I encountered the report.
encountering,アカデミックワードリストのサブリスト10,They are encountering the results.
encounters,,We found several encounters.
enormous,,We found several enormous.
enormity,隣接,Try to use the word 'enormity' in a short sentence.
enormously,とはいえ,Try to use the word 'enormously' in a short sentence.
forthcoming,集める,They are forthcoming the results.
incline,	組み立て,Try to use the word 'incline' in a short sentence.
inclination,	組み立て,Try to use the word 'inclination' in a short sentence.
inclinations,	アセンブリ,We found several inclinations.
inclined,	組立,I inclined the report.
inclines,	集会,We found several inclines.
inclining,倒れる,They are inclining the results.
integrity,	崩壊,Try to use the word 'integrity' in a short sentence.
intrinsic,	崩壊,Try to use the word 'intrinsic' in a short sentence.
intrinsically,	折り畳める,Try to use the word 'intrinsically' in a short sentence.
invoke,	崩壊,Try to use the word 'invoke' in a short sentence.
invoked,同僚,I invoked the report.
invokes,	同僚,We found several invokes.
invoking,コンパイル,They are invoking the results.
levy,	編纂,Try to use the word 'levy' in a short sentence.
levies,	コンパイル,We found several levies.
likewise,	コンパイル,Try to use the word 'likewise' in a short sentence.
nonetheless,	コンパイル,Try to use the word 'nonetheless' in a short sentence.
notwithstanding,	コンパイル,They are notwithstanding the results.
odd,孕む,Try to use the word 'odd' in a short sentence.
odds,	考えられる,We found several odds.
